1,1,529.3860234691284,1451.6861441845806
2,1,529.3860234691284,1451.6861441845806
3,1,525.1796897272433,1451.2900916144633
4,1,522.2483391595157,1451.062410409478
5,1,516.328876633455,1451.179137970949
6,1,510.72638331357297,1450.895710025563
7,1,504.5707366122771,1451.3243629716922
8,1,498.52809938540264,1450.68173270067
9,1,471.6893149039452,1447.4374918304363
10,1,467.5924520027497,1448.8535582678096
11,1,461.84595605346453,1451.9167963836699
12,1,463.2231744222492,1454.612032594433
13,1,458.82086555752016,1457.5852862868785
14,1,455.6451051493516,1458.4305583801445
15,1,456.90527997334203,1461.6549490786258
16,1,457.086039961403,1463.503711801623
17,1,427.87621665086203,1462.029743715131
18,1,424.68986174453227,1464.0663165659541
19,1,397.1745998406095,1462.0531639623084
20,1,396.2106441079715,1463.1547070276417
21,1,392.4336936220734,1465.3543456193872
22,1,390.40637701894025,1466.3403693168063
23,1,386.7353197579006,1469.6522399626976
24,1,384.35162106515145,1469.8599816397927
25,1,379.96381525551817,1470.4225398366075
26,1,367.44743466580456,1468.8295421346288
27,1,361.3904798088089,1468.760144685734
28,1,352.77758624695923,1467.8404681333582
29,1,330.63734648284856,1465.7878150945999
30,1,327.9015365380482,1467.3194127853208
31,1,325.3758232789184,1469.5477000023095
32,1,321.0002467640845,1470.2552217793993
33,1,319.5882601048364,1473.7599399812148
34,1,317.2311778174328,1474.5932731639548
35,1,305.7770993426773,1475.408420063081
36,1,292.0348766021913,1474.5668948606883
37,1,280.2047007727021,1475.2367316838054
38,1,276.93465314479556,1475.2369493277247
39,1,271.96559659910963,1476.5904531987308
40,1,274.9981057770085,1477.6055572156176
41,1,270.2394558075057,1477.0314681424184
42,1,263.657806757949,1475.9361376799532
43,1,241.97418684486215,1471.1326551191569
44,1,233.1899133939931,1469.0982012573925
45,1,227.28546466461958,1468.6103446001312
46,1,230.2404574801509,1469.4349452380698
47,1,224.8057505384105,1469.057769648752
48,1,224.09335752279807,1469.0656347288957
49,1,221.98288260256305,1468.0463255201616
50,1,224.9169548752793,1468.9095120246436
51,1,222.50922018867084,1470.4879569362997
52,1,221.11384937188313,1470.71262257041
53,1,218.0751237132933,1472.3033032384621
54,1,218.07752028941596,1473.453986466324
55,1,214.27364188822293,1474.3780907647877
56,1,215.65797837710264,1474.979487982444
57,1,216.34203393377481,1475.9325793883509
58,1,216.29392993671402,1476.0308267127086
59,1,215.45898071937285,1475.4414280336507
60,1,215.6146534031789,1474.9920472375875
61,1,215.68427590769758,1474.874817526375
62,1,215.32960503038709,1474.9044652467428
63,1,216.724063695624,1474.838280734678
64,1,216.96506223885982,1474.3881295318115
